year,dispnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
1999,4200,Yemen Territorial Waters (Red Sea),Centroid of territorial waters,42.2893,15.0674,3,ArcGIS and Marine Regions,Territorial waters,,151645,"Red Sea, YEM claims in its territorial waters.",red sea,19,39.5,5
1999,4201,Afghanistan-Tajikistan (Khatlon [ADM1]) Border,Midpoint of shared (subnational) border,69.3502,37.1509,5,ArcGIS and GADM,Point along a line,Dual event,183379,"Pyandzh and Moskovsky sectors, TAJ-AFG border",pyandzh,37.2333,69.45,1
1997,4203,Saudi Arabia-Yemen Border,Midpoint of shared (national) border,46.7261,16.0449,5,ArcGIS and cShapes,Point along a line,,153094,Disputed border between Saudi Arabia and Yemen,malahit,16.7667,43.2833,4
1997,4205,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,ArcGIS and ESRI,> ADM1,,174689,The southern no-flight zone in Iraq.,nasiriyah,31.05,46.2,3
1996,4206,Iraq-Turkey Border,Midpoint of shared (national) border,43.7267,37.2257,5,ArcGIS and cShapes,Point along a line,,183328,"IRQ, near TUR-IRQ border",mosul,36.3333,43.1167,4
1999,4208,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,ArcGIS and ESRI,> ADM1,,182607,northern Iraq,mosul,36.3333,43.1167,3
2000,4210,Aegean Sea,Aegean Sea,25.2686,39.0192,5,latlong.net,Sea,,186171,Greek airspace over the Aegean Sea,aegean sea,39,25,5
1999,4212,"Shatili, Georgia","Shatili, Georgia",45.1546,42.6581,2,latlong.net,Near,,191251,"Near Shatili, GRG",shatili,42.65,45.15,2
2000,4213,Gulf of Oman,Gulf of Oman,58.7374,24.7143,4,latlong.net,Gulf,,165358,Gulf of Oman,gulf of oman,25,58,5
2000,4214,Equatorial Guinea Territorial Waters,Centroid of mainland territorial waters,9.47262,1.53207,3,ArcGIS and Marine Regions,Territorial waters,,132139,Off EQG coast,mbini,1.58333,9.6,4
1999,4215,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,ArcGIS and cShapes,Point along a line,,172535,NA,umm qasr,30.0167,47.9333,4
1997,4216,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,The Persion Gulf,persian gulf,27,51,5
1998,4217,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007,1,latlong.net,Precise location text,,152346,"Khartoum, Sudan.",khartoum,15.5833,32.5333,1
2000,4218,Unspecified,,,,-99,,Location unclear or unspecified,,0,None,,,,7
1994,4219,"Arauca, Colombia","Arauca, Colombia",-70.7105,7.07617,2,latlong.net,Near,,139899,"Arauca, Colombia near the Venezuela-Colombia border.",arauca,6.66667,-71,4
2000,4220,Sea of Japan,Sea of Japan,135,38.8488,5,latlong.net,Sea,,185671,Sea of Japan,sea of japan,43.5,135.75,5
2000,4221,Armenia-Turkey Border,Midpoint of shared (national) border,43.6501,40.1234,5,ArcGIS and cShapes,Point along a line,,187648,ARM-TUR border,degrimenkoy,40.05,43.75,4
2000,4222,"Hokkaido Island, Japan","Hokkaido Island, Japan",142.552,43.3857,4,ArcGIS and GADM,ADM1,,192166,Waters near Japan's northernmost main island,sapporo,43.0333,141.317,4
1999,4223,Siachen Glacier,Siachen Glacier,77.0439,35.4639,5,latlong.net,> ADM1,,180515,"Siachen Glacier, Kashmir.",siachen glacier,35.1833,77.2,3
1993,4224,Macedonia,Centroid of ADM0,21.6975,41.5997,6,ArcGIS and cShapes,State,,189764,NA,macedonia border,41.4,23.06,2
1999,4225,Japan Territorial Waters,Point nearest Sea of Japan,136.677,37.9279,5,"ArcGIS, latlong.net, and Marine Regions",Point along a line,,184234,In Japanese waters in the Sea of Japan,sea of japan,43.5,135.75,5
1997,4226,North Korea,Centroid of ADM0,127.182,40.1431,6,ArcGIS and cShapes,State,,187815,In North Korea,north korea,40,127,5
1998,4227,"Khost, Afghanistan","Khost, Afghanistan",69.9372,33.3338,2,latlong.net,Near,,177620,"In Zhawar Kili Al-Badr in Eastern Afghanistan, Near Khost",khost,33.4167,70.2833,3
1998,4228,Afghanistan-Uzbekistan Border,Midpoint of shared (national) border,67.1796,37.2651,5,ArcGIS and cShapes,Point along a line,,183375,Along the Uzbek-Afghan border,termiz,37.2167,67.25,4
2000,4229,Albania-Yugoslavia (Montenegro [> ADM1]) Border,Midpoint of shared (subnational) border,19.5184,42.451,5,ArcGIS and GADM,Point along a line,Uses ADM0 from GADM,190480,ALB-Montenegrin border,tamare,42.45,19.5333,4
1997,4230,Croatia-Yugoslavia (Montenegro [> ADM1]) Border,Midpoint of shared (subnational) border,18.471,42.5019,5,ArcGIS and GADM,Point along a line,Uses  ADM0 from GADM,191197,YUG-CRO border,vukovar,45.3333,18.9833,4
1996,4231,Croatia (Istria [ADM1])-Slovenia Border,Midpoint of shared (subnational) border,13.865,45.4476,5,ArcGIS and GADM,Point along a line,,194788,"Istria, CRO, on CRO-SLV border",istria,45.7955,15.4681,1
2000,4232,Azerbaijan (Gadabay [ADM2]),Centroid of ADM2,45.6643,40.5603,3,ArcGIS and GADM,ADM2,Unclear if event is dual or directional moniker is incorrect,188372,"Kedabek District, Northeast AZE",kedabek,40.55,45.8,3
2001,4235,"Murovdag, Geranboi District, ARM-AZE border",Murovdag,46.3167,40.2667,1,MIDLOC1.1,Precise location text,,187653,"Murovdag, Geranboi District, ARM-AZE border",murovdag,40.2667,46.3167,1
2001,4236,Armenia-Azerbaijan Border,Midpoint of shared (national) border,45.7991,40.0218,5,ArcGIS and cShapes,Point along a line,,187652,NA,arm-aze border,39.524,45.779,4
1994,4237,Lesotho-South Africa (Transkei [> ADM1]) Border,Midpoint of shared (subnational) border,27.3848,-30.3378,5,ArcGIS and GADM,Point along a line,,86095,Transkeian territory on South Africa/Lesotho border,transkei,31.5,29,3
2001,4238,Norway Territorial Waters,Northernmost point along territorial waters,25.6758,71.3855,5,ArcGIS and Marine Regions,Point along a line,,232252,Off northern NOR coastline,bodo,67.2833,14.3833,4
2001,4239,Japan (Hokkaido [ADM1]),Centroid of ADM1,142.552,43.3857,4,ArcGIS and GADM,ADM1,,192166,"Off Hokkaido Island, JPN",hokkaido,44,143,3
2001,4240,Belarus (Vitebsk [ADM1])-Lithuania Border,Midpoint of shared (subnational) border,26.8265,55.3147,5,ArcGIS and GADM,Point along a line,,209214,"Vitebsk, BLR, 6 miles from LIT border",vitebsk,54.6344,25.7653,1
2001,4242,Georgia-Russia Border,Midpoint of shared (national) border,43.549,42.8639,5,ArcGIS and cShapes,Point along a line,,191248,"Svaretia region, Kodor Gorge, Abkhazi-Chechen border, GRG",kodor,42.9,41.2667,3
2000,4243,Palau,Palau,134.583,7.51498,2,latlong.net,Near,,141030,Palau waters,palau,6,134,4
1997,4244,Port of Matadi,Port of Matadi,13.4515,-5.8238,2,latlong.net,Near,,121347,"The border between Angola and Zaire, near the port of Matadi on the Congo (Zaire",matadi,-5.88333,14.25,4
1997,4245,"Kinshasa, DRC","Kinshasa, DRC",15.2663,-4.44193,2,latlong.net,Near,,123511,"This was an artillery exchange across the Congo River between Brazzaville, Repub",kinshasa,-4.31667,15.3,4
1997,4246,"Pointe Noire, Congo","Pointe Noire, Congo",11.8664,-4.76916,2,latlong.net,Near,,122784,"Pointe Noire, Congo, and the surrounding area, near the border with Angola's Cab",pointe noire,-4.78333,11.9,1
1998,4248,Sudan,Centroid of ADM0,30.05,13.8315,6,ArcGIS and cShapes,State,,149461,The mobilization was nationwide throughout Sudan.,point estimate,13.9178,29.8361,5
1997,4249,Kenya-Uganda Border,Midpoint of shared (national) border,34.9566,1.58421,5,ArcGIS and cShapes,Point along a line,,132190,The border between Kenya and Uganda. The Kenyan troops took positions near the,busia,0.466667,34.1,4
1998,4250,Bakassi Peninsula (Cameroon-Nigeria Border),Midpoint of shared (territorial water) border,8.41024,4.53735,5,ArcGIS and Marine Regions,Point along a line,,136457,Bakassi Peninsula area,bakassi point,4.5,8.7,3
1997,4251,"Freetown, Sierra Leone","Freetown, Sierra Leone",-13.2317,8.46568,1,latlong.net,Precise location text,,141454,"Freetown, Sierra Leone",freetown,8.48333,-13.2333,1
1999,4252,"Kisangani, DRC","Kisangani, DRC",25.2008,0.51853,1,latlong.net,Precise location text,,130731,The city of Kisangani in the Democratic Republic of the Congo (DRC).,kisangani,0.5,25.2,1
2000,4253,"Kisangani, DRC","Kisangani, DRC",25.2008,0.51853,1,latlong.net,Precise location text,,130731,"The city of Kisangani, Democratic Republic of the Congo (DRC), and the surroundi",kisangani,0.5,25.2,1
1998,4254,"Monrovia, Liberia","Monrovia, Liberia",-10.7605,6.29074,1,latlong.net,Precise location text,,138579,"Monrovia, Liberia",monrovia,6.3,-10.8,1
1998,4255,Liberia-Sierra Leone Border,Midpoint of shared (national) border,-10.7514,7.66489,5,ArcGIS and cShapes,Point along a line,,140739,No specific location given. Somewhere in Liberia--presumably near Sierra Leonea,liberia falls,7.75,-10.65,5
1999,4256,Liberia-Sierra Leone Border,Midpoint of shared (national) border,-10.7514,7.66489,5,ArcGIS and cShapes,Point along a line,,140739,Liberia-Sierra Leonean border area,liberia falls,7.75,-10.65,4
2000,4257,Guinea-Liberia Border,Midpoint of shared (national) border,-9.40761,7.50678,5,ArcGIS and cShapes,Point along a line,,140742,Liberia - Guinea border. Attacks follow in Koryamah region.,balaraia,7.9,-9.4,4
1998,4258,"Badme, Eritrea","Badme, Eritrea",37.8048,14.7256,1,latlong.net,Precise location text,,150916,"areas around Badme, a border town in southwestern Eritrea.",tigray,13.5,39.5,3
2001,4259,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082,5,ArcGIS and cShapes,Point along a line,,149950,Along HON border with NIC.,wanblan,13.8667,-85.7333,4
1999,4260,Guyana-Venezuela Border,Midpoint of shared (national) border,-60.4302,6.93136,5,ArcGIS and cShapes,Point along a line,,139200,Along GUY-VEN border.,el volcan,6.73333,-60.9667,4
2000,4261,Gulf of Venezuela,Gulf of Venezuela,-70.9071,11.339,4,latlong.net,Gulf,,145659,"Gulf of Venezuela, in waters claimed by VEN as its own internat waters; the USA",gulf of venezuela,11.5,-71,4
2000,4262,"Tres Bocas, Colombia","Tres Bocas, Colombia",-72.6658,8.6253,1,latlong.net,Precise location text,,142055,"A COL village, Tres Bocas in the Norte de Santander department in northeastern C",tres bocas,8.61667,-72.65,1
2001,4263,Caribbean Sea,Caribbean Sea,-74.9676,14.5401,5,latlong.net,Sea,,150691,"Caribbean Sea, west of the 82nd meridian.",caribbean sea,15,-82,5
1999,4264,West Timor Island,West Timor Island,124.331036,-9.862795,5,latlong.net,Island,,115809,Kupang in West Timor and warships off the coast of Indonesia,kupang,-10.1667,123.583,1
2001,4266,Amami-o-Shima Island,Amami-o-Shima Island,129.362,28.2678,2,latlong.net,Island,,170539,"Initially, 90 miles northwest of Amami-o-Shima island. The pursuit and clash ho",point estimate,29,128,2
1994,4269,Kuwait (Al Jahrah [ADM1]),Centroid of ADM1,47.4772,29.551,4,ArcGIS and GADM,ADM1,,172535,Western Kuwaiti desert,khabrat al qasr,29.2833,47.3,3
1996,4271,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,The Persian Gulf region. No additional information provided.,persian gulf,27,51,5
1996,4272,Iraq Territorial Waters,Centroid of territorial waters,48.5435,29.7978,3,ArcGIS and Marine Regions,Territorial waters,,172538,IRQ Territorial Waters,al qushlah,29.9,48.5333,4
1997,4273,"Mosul, Iraq","Mosul, Iraq",43.164,36.3566,2,latlong.net,Near,,181887,"Northern No Fly Zone, Iraq. Near Mosul.",mosul,36.3333,43.1167,3
1999,4274,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,ArcGIS and cShapes,Point along a line,,172535,Iraq-Kuwait border,umm qasr,30.0167,47.9333,4
2000,4275,Kuwait,Centroid of ADM0,47.5909,29.3408,6,ArcGIS and cShapes,State,,171816,Kuwait,kuwait,29.5,47.75,5
2001,4277,Kashmir (Line of Control),Midpoint of Line of Control,74.4843,34.7874,5,ArcGIS and GADM,Point along a line,,179789,"Town of Manjakot, 110 miles northwest of Jammu city, Kashmir border between Indi",manjakot,34.45,72.7833,1
2001,4278,Taiwan Strait,Taiwan Strait,119.698,24.6581,3,latlong.net,Strait,,165480,In waters within the Taiwan Strait,taiwan strait,24,119,4
2001,4279,Spratly Islands,Spratly Islands,111.917,8.63333,5,latlong.net,Island,,142424,In waters in the South China Sea around the Spratly Islands,spratly islands,10,114,4
2001,4280,China Territorial Waters,Point along territorial waters boundary nearest Yellow Sea coordinates,122.70182,36.759345,5,"ArcGIS, latlong.net, and Marine Regions",Point along a line,,182766,In waters in the Yellow Sea off the Chinese coast,qingdao,36.1,120.333,4
2001,4281,NA,Hsinshe,120.983,24.85,1,MIDLOC1.1,Precise location text,,165482,NA,hsinshe,24.85,120.983,1
2001,4282,Korea Strait,Korea Strait,129.797,34.5994,3,latlong.net,Strait,,179900,In South Korean waters in a strait separating South Korea's souhtern coast and t,cheju-do,33.4,126.533,4
2001,4283,Afghanistan,Centroid of ADM0,66.0265,33.8388,6,ArcGIS and cShapes,State,,178333,Within Afghan territory,afghanistan,33,65,5
2001,4284,"Kabo, Central Africa Republic","Kabo, Central Africa Republic",18.6265,7.69493,1,latlong.net,Precise location text,,140798,The town of Kabo in the extreme north of CEN sixty miles from border to CHA.,kabo,7.65,18.6167,1
1994,4285,Stepanakert,Stepanakert,46.7656,39.8265,2,latlong.net,Near,,186934,"Near Stepanakert, capital of Nagorno-Karabakh",stepanakert,39.8,46.75,2
1993,4286,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007,1,latlong.net,Precise location text,,152346,Khartoum,khartoum,15.5833,32.5333,1
1994,4287,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007,1,latlong.net,Precise location text,,152346,"Khartoum, SUD",khartoum,15.5833,32.5333,1
1996,4288,"Halaib, Egypt","Halaib, Egypt",36.6412,22.2204,1,latlong.net,Precise location text,,161714,"Halaib, at border between Sudan and Egypt.",halaib,22.2167,36.6333,1
1999,4289,"Piranshahr, Iran","Piranshahr, Iran",45.1446,36.695,1,latlong.net,Precise location text,,182611,"Piranshahr, Iran",piranshah,35.4833,46.0167,1
2001,4290,"Baku, Azerbaijan","Baku, Azerbaijan",49.8671,40.4093,1,latlong.net,Precise location text,,187660,"Baku, Azerbaijan",baku,40.3833,49.8667,1
1998,4291,Syria-Turkey Border,Midpoint of shared (national) border,38.6869,36.7241,5,ArcGIS and cShapes,Point along a line,,182598,Turkish-Syrian border,akcakale,36.7167,38.95,4
1999,4292,"Azham, Iraq","Azham, Iraq",44.9443,34.055,2,latlong.net,Near,,179010,100 kilometers northeast of Baghdad,khanaqin,34.3167,45.3667,3
1995,4293,Qatar-Saudi Arabia Border,Midpoint of shared (national) border,51.0141,24.5707,5,ArcGIS and cShapes,Point along a line,,165343,QAT-SAU border,salwa,24.7167,50.8333,4
2000,4295,Yugoslavia (Kosovo [> ADM1] and Montenegro [> ADM1]) Border,Midpoint of shared (subnational) border,20.039,42.7632,5,ArcGIS and GADM,Point along a line,Uses GADM ADM0 data,191201,"On the border between Montenegro and Kosovo, YUG. Location Type: other location.",dubovik,42.7667,20.2,4
2001,4296,"Christmas Island, Australia","Christmas Island, Australia",105.69,-10.4475,2,latlong.net,Near,,115052,"Australian Territorial Waters, close to Christmas Island.",christmas island,39.7,143.833,4
1996,4297,Nemuro Strait,Nemuro Strait,145.46,44.0331,3,latlong.net,Strait,,193611,"Kunashiri Strait, disputed RUS/JPN territory",kunashiri,44.5,146.75,4
2000,4298,"Zelenika, Montenegro","Zelenika, Montenegro",18.579,42.4541,2,latlong.net,Near,,190478,"Near Zelenika, YUG",zelenika,42.4167,19.2333,1
1993,4299,"Baghdad, Iraq","Baghdad, Iraq",44.3615,33.3128,1,latlong.net,Precise location text,,177569,An Iraqi intelligence facility in downtown Baghdad.,baghdad,33.3333,44.3833,2
2001,4300,"Kambia, Sierra Leone","Kambia, Sierra Leone",-12.9177,9.12617,1,latlong.net,Precise location text,,142895,"Kambia, Sierra Leone",kambia,9.16667,-12.75,1
2001,4301,"Pujehun, Pujehun, Sierra Leone","Pujehun, Pujehun, Sierra Leone",-11.7211,7.3563,1,latlong.net,Precise location text,,140017,"Pujehun, Sierra Leone",pujehun,7.33333,-11.5,1
1999,4302,Guinea-Libera Border,Midpoint of shared (national) border,-9.40761,7.50678,5,ArcGIS and cShapes,Point along a line,,140742,Along the guinea-liberia border,salayie,7.61667,-9.48333,4
2001,4303,"Solwezi, Zambia","Solwezi, Zambia",26.384,-12.1669,2,latlong.net,Near,,112013,Zambia - Solwezi area in Northwestern Province,solwezi,-12.4167,26,3
1997,4304,"Bibia, Uganda","Bibia, Uganda",32.0695,3.47404,1,latlong.net,Precise location text,,134345,"The Uganda-Sudan border, at Bibia in Kilak county of Gulu district, Uganda.",gulu,3.5072,32.136,4
2001,4305,Sudan-Uganda Border,Midpoint of shared (national) border,32.314,3.68445,5,ArcGIS and cShapes,Point along a line,,135065,Uganda-Sudan border,lokai,3.58333,32.1667,4
2001,4306,"Garoua-Boulai, Cameroon","Garoua-Boulai, Cameroon",14.548,5.89014,2,latlong.net,Near,,137910,In eastern province of Bertoua around Garoua-Boulai town in Cameroon,garoua-boulai,5.88333,14.55,3
1994,4307,"Kasumbalesa, DRC","Kasumbalesa, DRC",27.8018,-12.2516,2,latlong.net,Near,,112016,The Kasumbalesa area on the DRC-ZAM border,kasumbalesa,-12.1833,27.7,3
1993,4308,"Tahoua, Chad","Tahoua, Chad",15.3422,10.8461,1,Geonames.org and latlong.net,Precise location text,,145111,"The location is in the border region of Tahoua, some 400km north-east of Niamey.",tahoua,10.85,15.35,1
1996,4309,"Siquita, Ivory Coast","Siquita, Ivory Coast",-8.1,7.86667,2,latlong.net,Near,,140744,Kpeaba is a village located in the Sipilov constituency of Ivory Coast. Presumab,biankoouma,7.73333,-7.6,2
2001,4310,Rwanda (Nyagatare [ADM2])-Uganda Border,Midpoint of shared (subnational) border,30.2934,-1.1808,5,ArcGIS and GADM,Point along a line,,127861,"Along the Rwanda-Uganda birder in Southwestern Uganda. Specifically, in the are",kagitumba,-1.05,30.45,4
2000,4312,Lete Island,Lete Island,3.16667,12.1333,2,latlong.net,Island,,147247,Lete Island on the Niger-Benin border,lete,11.0833,3.55,2
2001,4313,Bangladesh (Feni [ADM2] to Satkhira [ADM2])-India Border,Midpoint of shared (subnational) border,89.0963,26.3642,5,ArcGIS and GADM,Point along a line,,167579,The Indian/Bengali border from Bhanra (in Satkhira) to Belonia (in Feni).,satkhira,22.35,89.15,4
2001,4314,Mae Sai Border Checkpoint,Mae Sai Border Checkpoint,99.8805,20.4444,5,latlong.net,Point along a line,,158960,"Burmese/Thai border: towns of Tachilek (Burma) and Mae Sai, Ban Pang Noon (Thail",tachitek,20.4333,99.8667,4
1997,4315,Iraq-Syria-Turkey Border,"Intersection of Iraq, Syria, and Turkey borders",42.3556,37.1069,5,ArcGIS and cShapes,Point along a line,,183325,Syrian border with Turkey and Iraq,kharab rashak,37.1333,42.3333,4
2001,4317,Caspian Sea,Caspian Sea,50.6689,41.935,5,latlong.net,Sea,,189822,Southern Caspian Sea,caspian sea,42,50,3
1995,4318,Armenia (Tavush [ADM1])-Azerbaijan Border,Midpoint of shared (subnational) border,45.1849,41.0742,5,ArcGIS and GADM,Point along a line,,189091,"ARM/AZE border around the villages of Moves, Aigepar, Nerkin, and Karmirakhpyur.",aygepar,40.9333,45.45,4
1996,4319,Armenia-Azerbaijan Border,Midpoint of shared (national) border,45.7991,40.0218,5,ArcGIS and cShapes,Point along a line,Could not locate village; Ignores enclave,187652,South-western border between ARM and AZE near the village of Tsirani Dzor.,karudzhikh,39.1333,46.0167,4
2000,4320,"Datca, Turkey","Datca, Turkey",27.6858,36.7262,2,latlong.net,Near,,182576,"TUR border (south of Dacta), near Aegean Sea",simi,36.6,27.8167,4
1998,4321,Spitzbergen,Spitzbergen,13.4839,78.9014,3,latlong.net,Island,,243027,"Near Spitzbergen Archipelago, International Waters",spitzbergen,76,23,2
